LABEL,WORD,CAP,NUM,LOC,PREF,PREP,SUFF
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Bessemer,1,0,0,0,0,0
I-PURCHASER,Securities,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-PURCHASER,Cilluffo,1,0,0,0,0,0
I-PURCHASER,Associates,1,0,0,0,0,0
B-STATUS,clearance,0,0,0,0,0,0
B-ACQUIRED,American,1,0,0,0,0,0
I-ACQUIRED,Dynamics,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,gas,0,0,0,0,0,0
I-ACQBUS,"gathering,",0,0,0,0,0,0
I-ACQBUS,transmission,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,liquids,0,0,0,0,0,0
I-ACQBUS,extraction,0,0,0,0,0,0
B-ACQLOC,Columbus,1,0,1,0,0,0
B-PURCHASER,Meridian,1,0,0,0,0,0
I-PURCHASER,Reserve,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,definitive,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,San,1,0,0,0,0,0
I-ACQUIRED,Miguel,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,food,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,beverage,0,0,0,0,0,0
I-ACQBUS,maker,0,0,0,0,0,0
B-ACQLOC,Philippines,1,0,1,0,0,0
B-PURCHASER,Anheuser-Busch,1,0,0,0,0,0
I-PURCHASER,Companies,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,joined,0,0,0,0,0,0
I-STATUS,several,0,0,0,0,0,0
I-STATUS,other,0,0,0,0,0,0
I-STATUS,foreign,0,0,0,0,0,0
I-STATUS,bidders,0,0,0,0,0,0
B-ACQUIRED,Standard,1,0,0,0,0,0
I-ACQUIRED,Chartered,1,0,0,0,0,0
I-ACQUIRED,Plc,1,0,0,0,0,0
B-PURCHASER,Bell,1,0,0,0,0,0
I-PURCHASER,Group,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-ACQUIRED,Conrac,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,computer-related,0,0,0,0,0,0
I-ACQBUS,information,0,0,0,0,0,0
I-ACQBUS,display,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,communications,0,0,0,0,0,0
I-ACQBUS,equipment,0,0,0,0,0,0
B-STATUS,started,0,0,0,0,0,0
I-STATUS,negotiations,0,0,0,0,0,0
B-ACQUIRED,Canadian,1,0,0,0,0,0
I-ACQUIRED,Bashaw,1,0,0,0,0,0
I-ACQUIRED,Leduc,1,0,0,0,0,0
I-ACQUIRED,Oil,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Gas,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,disclosed,0,0,0,0,0,0
B-PURCHASER,Erskine,1,0,0,0,0,0
I-PURCHASER,Resources,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
B-ACQUIRED,28,0,1,0,0,0,0
I-ACQUIRED,long-term,0,0,0,0,0,0
I-ACQUIRED,care,0,0,0,0,0,0
I-ACQUIRED,facilities,0,0,0,0,0,0
B-ACQLOC,seven,0,0,1,0,0,0
I-ACQLOC,western,0,0,1,0,0,0
I-ACQLOC,states,0,0,1,0,0,0
B-DLRAMT,70,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Southmark,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-ACQUIRED,C.S.C.,1,0,0,0,0,0
I-ACQUIRED,Security,1,0,0,0,0,0
I-ACQUIRED,Gaurd,1,0,0,0,0,0
I-ACQUIRED,Service,1,0,0,0,0,0
B-ACQUIRED,Guard,1,0,0,0,0,0
I-ACQUIRED,Services,1,0,0,0,0,0
I-ACQUIRED,Division,1,0,0,0,0,0
B-ACQUIRED,Capital,1,0,0,0,0,0
I-ACQUIRED,Investigations,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Protective,1,0,0,0,0,0
I-ACQUIRED,Agency,1,0,0,0,0,0
B-ACQUIRED,Meyer,1,0,0,0,0,0
I-ACQUIRED,Detective,1,0,0,0,0,0
I-ACQUIRED,Agency,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQUIRED,Certified,1,0,0,0,0,0
I-ACQUIRED,Security,1,0,0,0,0,0
I-ACQUIRED,Services,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQUIRED,Custom,1,0,0,0,0,0
I-ACQUIRED,Security,1,0,0,0,0,0
I-ACQUIRED,Services,1,0,0,0,0,0
B-ACQUIRED,A-T-E,1,0,0,0,0,0
I-ACQUIRED,Security,1,0,0,0,0,0
I-ACQUIRED,Group,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQUIRED,"Louisville,",1,0,0,0,0,0
I-ACQUIRED,Kent,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,"Nashville,",1,0,0,0,0,0
I-ACQUIRED,"Tenn,",1,0,0,0,0,0
I-ACQUIRED,offices,0,0,0,0,0,0
B-ACQBUS,security,0,0,0,0,0,0
I-ACQBUS,services,0,0,0,0,0,0
B-ACQLOC,"Paramus,",1,0,1,0,0,0
I-ACQLOC,N.J.,1,0,1,0,0,0
B-ACQLOC,"Wayne,",1,0,1,0,0,0
I-ACQLOC,N.J.,1,0,1,0,0,0
B-ACQLOC,"Hackensack,",1,0,1,0,0,0
I-ACQLOC,N.J.,1,0,1,0,0,0
B-ACQLOC,National,1,0,1,0,0,0
I-ACQLOC,"Park,",1,0,1,0,0,0
I-ACQLOC,N.J.,1,0,1,0,0,0
B-ACQLOC,Key,1,0,1,0,0,0
I-ACQLOC,"West,",1,0,1,0,0,0
I-ACQLOC,Fla.,1,0,1,0,0,0
B-ACQLOC,Myrtle,1,0,1,0,0,0
I-ACQLOC,"Beach,",1,0,1,0,0,0
I-ACQLOC,S.C.,1,0,1,0,0,0
B-ACQLOC,Houston,1,0,1,0,0,0
B-DLRAMT,"2,700,000",0,1,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,National,1,0,0,0,0,0
I-PURCHASER,Guardian,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-SELLER,Cartel,1,0,0,0,0,0
I-SELLER,Security,1,0,0,0,0,0
I-SELLER,Consultants,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-SELLER,Security,1,0,0,0,0,0
I-SELLER,Services,1,0,0,0,0,0
I-SELLER,of,0,0,0,0,1,0
I-SELLER,America,1,0,0,0,0,0
B-SELLER,Wells,1,0,0,0,0,0
I-SELLER,Fargo,1,0,0,0,0,0
I-SELLER,Alarm,1,0,0,0,0,0
I-SELLER,Services,1,0,0,0,0,0
B-ACQUIRED,Plaid,1,0,0,0,0,0
I-ACQUIRED,Pantries,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,convenience,0,0,0,0,0,0
I-ACQBUS,stores,0,0,0,0,0,0
B-ACQLOC,Oregon,1,0,1,0,0,0
I-ACQLOC,and,0,0,1,0,0,0
I-ACQLOC,Washington,1,0,1,0,0,0
B-PURCHASER,Convenient,1,0,0,0,0,0
I-PURCHASER,Food,1,0,0,0,0,0
I-PURCHASER,Mart,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,tentatively,0,0,0,0,0,0
I-STATUS,agreed,0,0,0,0,0,0
B-ACQUIRED,Delhi,1,0,0,0,0,0
I-ACQUIRED,Petroleum,1,0,0,0,0,0
I-ACQUIRED,Pty,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-ACQBUS,oil,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,gas,0,0,0,0,0,0
B-DLRAMT,985,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Exxon,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-SELLER,CSR,1,0,0,0,0,0
I-SELLER,Ltd,1,0,0,0,0,1
B-STATUS,sold,0,0,0,0,0,0
B-ACQUIRED,British,1,0,0,0,0,0
I-ACQUIRED,Printing,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Communication,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
I-ACQUIRED,Plc,1,0,0,0,0,0
B-ACQUIRED,Hollis,1,0,0,0,0,0
I-ACQUIRED,Plc,1,0,0,0,0,0
B-SELLER,Pergamon,1,0,0,0,0,0
I-SELLER,Holdings,1,0,0,0,0,0
I-SELLER,Ltd,1,0,0,0,0,1
B-STATUS,sold,0,0,0,0,0,0
B-ACQUIRED,Clevite,1,0,0,0,0,0
I-ACQUIRED,Industries,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,J.P.,1,0,0,0,0,0
I-PURCHASER,Industries,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,received,0,0,0,0,0,0
I-STATUS,a,0,0,0,0,0,0
I-STATUS,written,0,0,0,0,0,0
I-STATUS,proposal,0,0,0,0,0,0
B-ACQUIRED,Waccamaw,1,0,0,0,0,0
I-ACQUIRED,State,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
B-ACQLOC,Surfside,1,0,1,0,0,0
I-ACQLOC,"Beach,",1,0,1,0,0,0
I-ACQLOC,S.C.,1,0,1,0,0,0
B-PURCHASER,Anchor,1,0,0,0,0,0
I-PURCHASER,Financial,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,acquire,0,0,0,0,0,0
B-ACQUIRED,Spectrum,1,0,0,0,0,0
I-ACQUIRED,Holding,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,asbestos,0,0,0,0,0,0
I-ACQBUS,abatement,0,0,0,0,0,0
B-DLRAMT,13,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,LVI,1,0,0,0,0,0
I-PURCHASER,Group,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,Builders,1,0,0,0,0,0
I-ACQUIRED,Transport,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,Harris,1,0,0,0,0,0
I-PURCHASER,Associates,1,0,0,0,0,0
I-PURCHASER,L.P.,1,0,0,0,0,0
B-STATUS,raised,0,0,0,0,0,0
I-STATUS,its,0,0,0,0,0,0
I-STATUS,stake,0,0,0,0,0,0
B-ACQUIRED,COMPUTER,1,0,0,0,0,0
I-ACQUIRED,ACCESS,1,0,0,0,0,0
I-ACQUIRED,CORP,1,0,0,0,0,0
B-ACQBUS,full-text,0,0,0,0,0,0
I-ACQBUS,search,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,retrieval,0,0,0,0,0,0
I-ACQBUS,software,0,0,0,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Lotus,1,0,0,0,0,0
I-PURCHASER,Development,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,letter,0,0,0,0,0,0
I-STATUS,of,0,0,0,0,1,0
I-STATUS,intent,0,0,0,0,0,0
B-ACQUIRED,Faygo,1,0,0,0,0,0
I-ACQUIRED,Beverages,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,National,1,0,0,0,0,0
I-PURCHASER,Beverage,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,acquire,0,0,0,0,0,0
B-ACQUIRED,Hawaiian,1,0,0,0,0,0
I-ACQUIRED,dairy,0,0,0,0,0,0
I-ACQUIRED,operations,0,0,0,0,0,0
B-DLRAMT,13,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Foremost,1,0,0,0,0,0
I-PURCHASER,Foods,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,Knudsen,1,0,0,0,0,0
I-SELLER,Foods,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,agreement,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,Broussard,1,0,0,0,0,0
I-ACQUIRED,oil,0,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,gas,0,0,0,0,0,0
I-ACQUIRED,field,0,0,0,0,0,0
B-ACQBUS,natural,0,0,0,0,0,0
I-ACQBUS,gas,0,0,0,0,0,0
B-ACQLOC,southern,0,0,1,0,0,0
I-ACQLOC,Louisiana,1,0,1,0,0,0
B-DLRAMT,22.5,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Nerco,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,Davis,1,0,0,0,0,0
I-SELLER,Oil,1,0,0,0,0,0
I-SELLER,Co,1,0,0,0,0,1
B-ACQUIRED,Atcor,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,6.1,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Great,1,0,0,0,0,0
I-PURCHASER,American,1,0,0,0,0,0
I-PURCHASER,Management,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Investment,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,acquired,0,0,0,0,0,0
B-ACQUIRED,IPCO,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-DLRAMT,4.9,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,MP,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-ACQUIRED,Cadillac,1,0,0,0,0,0
I-ACQUIRED,Fairview,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-STATUS,received,0,0,0,0,0,0
I-STATUS,proposals,0,0,0,0,0,0
B-ACQUIRED,Western,1,0,0,0,0,0
I-ACQUIRED,Plastics,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,polystyrene,0,0,0,0,0,0
I-ACQBUS,foam,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,container,0,0,0,0,0,0
I-ACQBUS,products,0,0,0,0,0,0
B-DLRAMT,16.25,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Globe,1,0,0,0,0,0
I-PURCHASER,Machine,1,0,0,0,0,0
I-PURCHASER,Manufacturing,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,Hepworth,1,0,0,0,0,0
I-SELLER,Ceramic,1,0,0,0,0,0
I-SELLER,Holdings,1,0,0,0,0,0
I-SELLER,Plc,1,0,0,0,0,0
B-ACQUIRED,Dome,1,0,0,0,0,0
I-ACQUIRED,Petroleum,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-ACQBUS,oil,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,gas,0,0,0,0,0,0
B-ACQLOC,Canada,1,0,1,0,0,0
B-DLRAMT,4.3,0,1,0,0,0,0
I-DLRAMT,billion,0,0,0,0,0,0
I-DLRAMT,dlr,0,0,0,0,0,0
B-PURCHASER,TransCanada,1,0,0,0,0,0
I-PURCHASER,PipeLines,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-STATUS,takeover,0,0,0,0,0,0
I-STATUS,battle,0,0,0,0,0,0
B-ACQUIRED,South,1,0,0,0,0,0
I-ACQUIRED,Atlantic,1,0,0,0,0,0
I-ACQUIRED,Financial,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,insurance,0,0,0,0,0,0
B-PURCHASER,Independence,1,0,0,0,0,0
I-PURCHASER,Holding,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,Salt,1,0,0,0,0,0
I-ACQUIRED,Lake,1,0,0,0,0,0
I-ACQUIRED,City,1,0,0,0,0,0
I-ACQUIRED,Division,1,0,0,0,0,0
B-ACQBUS,supermarkets,0,0,0,0,0,0
B-ACQLOC,"Utah,",1,0,1,0,0,0
I-ACQLOC,Idaho,1,0,1,0,0,0
I-ACQLOC,and,0,0,1,0,0,0
I-ACQLOC,Wyoming,1,0,1,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Borman's,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,Safeway,1,0,0,0,0,0
I-SELLER,Stores,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,"Huron,",1,0,0,0,0,0
I-ACQUIRED,South,1,0,0,0,0,0
I-ACQUIRED,"Dakota,",1,0,0,0,0,0
I-ACQUIRED,pork,0,0,0,0,0,0
I-ACQUIRED,plant,0,0,0,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Huron,1,0,0,0,0,0
I-PURCHASER,Dressed,1,0,0,0,0,0
I-PURCHASER,Beef,1,0,0,0,0,0
B-SELLER,Swift,1,0,0,0,0,0
I-SELLER,Independent,1,0,0,0,0,0
I-SELLER,Packing,1,0,0,0,0,0
I-SELLER,Co,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,Borg-Warner,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-DLRAMT,4.23,0,1,0,0,0,0
I-DLRAMT,billion,0,0,0,0,0,0
I-DLRAMT,dlr,0,0,0,0,0,0
B-PURCHASER,Merrill,1,0,0,0,0,0
I-PURCHASER,Lynch,1,0,0,0,0,0
I-PURCHASER,Capital,1,0,0,0,0,0
I-PURCHASER,Partners,1,0,0,0,0,0
B-SELLER,GAF,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,studying,0,0,0,0,0,0
I-STATUS,an,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,San/Bar,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-PURCHASER,Resdel,1,0,0,0,0,0
I-PURCHASER,Industries,1,0,0,0,0,0
B-ACQUIRED,Revlon,1,0,0,0,0,0
I-ACQUIRED,Group,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,782,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,MacAndrews,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Forbes,1,0,0,0,0,0
I-PURCHASER,Group,1,0,0,0,0,0
B-STATUS,entered,0,0,0,0,0,0
I-STATUS,into,0,0,0,0,1,0
I-STATUS,a,0,0,0,0,0,0
I-STATUS,definitive,0,0,0,0,0,0
I-STATUS,mergewr,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,Celeron,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,oil,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,gas,0,0,0,0,0,0
B-DLRAMT,two,0,0,0,0,0,0
I-DLRAMT,billion,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-SELLER,Goodyear,1,0,0,0,0,0
I-SELLER,Tire,1,0,0,0,0,0
I-SELLER,and,0,0,0,0,0,0
I-SELLER,Rubber,1,0,0,0,0,0
I-SELLER,Co,1,0,0,0,0,1
B-STATUS,expects,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,Centurion,1,0,0,0,0,0
I-ACQUIRED,Savings,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Loan,1,0,0,0,0,0
I-ACQUIRED,Association,1,0,0,0,0,0
B-ACQLOC,Los,1,0,1,0,0,0
I-ACQLOC,Angeles,1,0,1,0,0,0
B-PURCHASER,ATLANTIC,1,0,0,0,0,0
I-PURCHASER,FINANCIAL,1,0,0,0,0,0
B-STATUS,definitive,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,MCC-Presidential,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,First,1,0,0,0,0,0
I-PURCHASER,Montauk,1,0,0,0,0,0
I-PURCHASER,Securities,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-ACQUIRED,computer,0,0,0,0,0,0
I-ACQUIRED,systems,0,0,0,0,0,0
I-ACQUIRED,division,0,0,0,0,0,0
B-PURCHASER,Rotan,1,0,0,0,0,0
I-PURCHASER,Mosle,1,0,0,0,0,0
I-PURCHASER,Technology,1,0,0,0,0,0
I-PURCHASER,Partners,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-SELLER,Digicon,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Sobeys,1,0,0,0,0,0
I-ACQUIRED,Stores,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-PURCHASER,Empire,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
I-PURCHASER,Ltd,1,0,0,0,0,1
B-ACQUIRED,Cincinnati,1,0,0,0,0,0
I-ACQUIRED,non-wireline,0,0,0,0,0,0
I-ACQUIRED,cellular,0,0,0,0,0,0
I-ACQUIRED,system,0,0,0,0,0,0
B-ACQLOC,Cincinnati,1,0,1,0,0,0
B-PURCHASER,Cellular,1,0,0,0,0,0
I-PURCHASER,Communications,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-ACQUIRED,Borg-Warner,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-DLRAMT,4.23,0,1,0,0,0,0
I-DLRAMT,billion,0,0,0,0,0,0
I-DLRAMT,dlr,0,0,0,0,0,0
B-PURCHASER,Merrill,1,0,0,0,0,0
I-PURCHASER,Lynch,1,0,0,0,0,0
I-PURCHASER,Capital,1,0,0,0,0,0
I-PURCHASER,Partners,1,0,0,0,0,0
B-ACQUIRED,Allied,1,0,0,0,0,0
I-ACQUIRED,Research,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQUIRED,Consolidated,1,0,0,0,0,0
I-ACQUIRED,Insurance,1,0,0,0,0,0
I-ACQUIRED,Services,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,underwriting,0,0,0,0,0,0
I-ACQBUS,information,0,0,0,0,0,0
I-ACQBUS,services,0,0,0,0,0,0
B-ACQLOC,"Salem,",1,0,1,0,0,0
I-ACQLOC,Ore.,1,0,1,0,0,0
B-ACQLOC,"Springfield,",1,0,1,0,0,0
I-ACQLOC,Va.,1,0,1,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Policy,1,0,0,0,0,0
I-PURCHASER,Management,1,0,0,0,0,0
I-PURCHASER,Systems,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-ACQUIRED,Holleb,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
B-ACQBUS,foodservice,0,0,0,0,0,0
I-ACQBUS,distributor,0,0,0,0,0,0
B-ACQLOC,"Bensenville,",1,0,1,0,0,0
I-ACQLOC,Ill,1,0,1,0,0,0
B-DLRAMT,withheld,0,0,0,0,0,0
B-PURCHASER,Kraft,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-ACQUIRED,Dome,1,0,0,0,0,0
I-ACQUIRED,Petroleum,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-PURCHASER,Amoco,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-ACQUIRED,CalMat,1,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
B-DLRAMT,10.5,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Industrial,1,0,0,0,0,0
I-PURCHASER,Equity,1,0,0,0,0,0
I-PURCHASER,(Pacific),0,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-ACQUIRED,Hal,1,0,0,0,0,0
I-ACQUIRED,Roach,1,0,0,0,0,0
I-ACQUIRED,Studios,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,6.3,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,U.S.,1,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Qintex,1,0,0,0,0,0
I-PURCHASER,America,1,0,0,0,0,0
I-PURCHASER,(Media),0,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-SELLER,International,1,0,0,0,0,0
I-SELLER,H.R.S.,1,0,0,0,0,0
I-SELLER,Industries,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,would,0,0,0,0,0,0
I-STATUS,reduce,0,0,0,0,0,0
B-ACQUIRED,Flagship,1,0,0,0,0,0
I-ACQUIRED,Cleaning,1,0,0,0,0,0
I-ACQUIRED,Services,1,0,0,0,0,0
